"'92.18750000","'86.52343750","'91.79687500","'90.33203125","'91.89453125","'89.69726563","'92.82226563","'88.52539063","'89.69726563",
"'86.37695313","'81.05468750","'85.98632813","'84.66796875","'86.13281250","'84.03320313","'86.96289063","'82.95898438","'84.03320313",
"'91.99218750","'86.32812500","'91.60156250","'90.13671875","'91.74804688","'89.50195313","'92.62695313","'88.33007813","'89.50195313",
"'77.88085938","'73.04687500","'77.49023438","'76.26953125","'77.63671875","'75.73242188","'78.36914063","'74.75585938","'75.73242188",
"'85.10742188","'79.88281250","'84.71679688","'83.39843750","'84.86328125","'82.81250000","'85.69335938","'81.73828125","'82.81250000",
"'90.23437500","'84.66796875","'89.79492188","'88.37890625","'89.94140625","'87.74414063","'90.82031250","'86.62109375","'87.74414063",
"'90.52734375","'84.96093750","'90.13671875","'88.72070313","'90.28320313","'88.08593750","'91.16210938","'86.91406250","'88.08593750",
"'93.94531250","'88.13476563","'93.50585938","'92.04101563","'93.65234375","'91.35742188","'94.58007813","'90.18554688","'91.35742188",
"'40.82031250","'40.82031250","'40.82031250","'40.82031250","'40.82031250","'40.82031250","'40.82031250","'40.82031250","'40.82031250",
"'56.98242188","'53.46679688","'56.68945313","'55.81054688","'56.78710938","'55.41992188","'57.32421875","'54.68750000","'55.41992188",
"'76.56250000","'71.82617188","'76.17187500","'75.00000000","'76.31835938","'74.46289063","'77.05078125","'73.48632813","'74.46289063",
"'92.91992188","'87.15820313","'92.48046875","'91.01562500","'92.62695313","'90.38085938","'93.50585938","'89.20898438","'90.38085938",
"'81.68945313","'76.66015625","'81.29882813","'80.02929688","'81.44531250","'79.44335938","'82.22656250","'78.41796875","'79.44335938",
"'82.95898438","'77.83203125","'82.56835938","'81.29882813","'82.71484375","'80.66406250","'83.49609375","'79.63867188","'80.66406250",
"'91.55273438","'85.88867188","'91.11328125","'89.69726563","'91.25976563","'89.01367188","'92.13867188","'87.89062500","'89.01367188",
"'92.62695313","'86.91406250","'92.18750000","'90.77148438","'92.33398438","'90.08789063","'93.21289063","'88.91601563","'90.08789063",
"'42.52929688","'42.52929688","'42.52929688","'42.52929688","'42.52929688","'42.52929688","'42.52929688","'42.52929688","'42.52929688",
"'56.98242188","'53.46679688","'56.68945313","'55.81054688","'56.78710938","'55.41992188","'57.32421875","'54.68750000","'55.41992188",
"'87.01171875","'81.64062500","'86.62109375","'85.25390625","'86.76757813","'84.61914063","'87.59765625","'83.54492188","'84.61914063",
"'93.06640625","'87.30468750","'92.62695313","'91.16210938","'92.77343750","'90.52734375","'93.65234375","'89.30664063","'90.52734375",
"'44.75097656","'44.75097656","'44.75097656","'44.75097656","'44.75097656","'44.75097656","'44.75097656","'44.75097656","'44.75097656",
"'60.35156250","'56.64062500","'60.10742188","'59.13085938","'60.15625000","'58.69140625","'60.74218750","'57.95898438","'58.69140625",
"'87.10937500","'81.73828125","'86.71875000","'85.35156250","'86.81640625","'84.71679688","'87.69531250","'83.64257813","'84.71679688",
"'92.08984375","'86.42578125","'91.69921875","'90.23437500","'91.84570313","'89.59960938","'92.72460938","'88.42773438","'89.59960938",
"'84.13085938","'78.95507813","'83.74023438","'82.42187500","'83.88671875","'81.83593750","'84.66796875","'80.76171875","'81.83593750",
"'84.61914063","'79.39453125","'84.22851563","'82.91015625","'84.32617188","'82.27539063","'85.15625000","'81.20117188","'82.27539063",
"'87.79296875","'82.37304688","'87.40234375","'86.03515625","'87.54882813","'85.40039063","'88.37890625","'84.32617188","'85.40039063",
"'89.55078125","'84.03320313","'89.16015625","'87.74414063","'89.30664063","'87.10937500","'90.13671875","'85.98632813","'87.10937500",
"'85.40039063","'80.12695313","'85.00976563","'83.69140625","'85.15625000","'83.05664063","'85.98632813","'81.98242188","'83.05664063",
"'94.53125000","'88.67187500","'94.09179688","'92.57812500","'94.23828125","'91.94335938","'95.11718750","'90.72265625","'91.94335938",
