"species","dist_avail"
"Prunus_serrulata",TRUE
"Prunus_tenella",TRUE
"Ptelea_trifoliata",TRUE
"Pyrus_elaeagnifolia",FALSE
"Pyrus_ussuriensis",TRUE
"Quercus_alba",TRUE
"Quercus_bicolor",TRUE
"Quercus_coccifera",TRUE
"Quercus_ellipsoidalis",FALSE
"Quercus_faginea",TRUE
"Quercus_ilex",TRUE
"Quercus_petraea",TRUE
"Quercus_pubescens",TRUE
"Quercus_robur",TRUE
"Quercus_rubra",TRUE
"Quercus_shumardii",TRUE
"Quercus_velutina",FALSE
"Rhamnus_alpina",FALSE
"Rhamnus_cathartica",TRUE
"Rhamnus_frangula",FALSE
"Rhododendron_canadense",FALSE
"Rhododendron_dauricum",FALSE
"Rhododendron_mucronulatum",FALSE
"Rhododendron_prinophyllum",FALSE
"Ribes_alpinum",TRUE
"Ribes_divaricatum",TRUE
"Ribes_glaciale",FALSE
"Robinia_pseudoacacia",FALSE
"Rosa_hugonis",FALSE
"Rosa_majalis",TRUE
"Salix_gracilistyla",TRUE
"Salix_repens",FALSE
"Salix_smithiana",FALSE
"Sambucus_pubens",FALSE
"Sambucus_tigranii",TRUE
"Sinowilsonia_henryi",FALSE
"Sorbus_aria",FALSE
"Sorbus_aucuparia",TRUE
"Sorbus_commixta",FALSE
"Sorbus_decora",FALSE
"Sorbus_torminalis",FALSE
"Spiraea_canescens",TRUE
"Spiraea_chamaedryfolia",TRUE
"Spiraea_japonica",TRUE
"Spirea_alba",FALSE
"Stachyurus_praecox",FALSE
"Stachyurus_sinensis",FALSE
"Symphoricarpos_albus",TRUE
"Syringa_josikaea",TRUE
"Syringa_reticulata",TRUE
"Syringa_villosa",TRUE
"Syringa_vulgaris",TRUE
"Tilia_cordata",TRUE
"Tilia_dasystyla",TRUE
"Tilia_japonica",TRUE
"Tilia_platyphyllos",FALSE
"Toona_sinensis",TRUE
"Ulmus_americana",TRUE
"Ulmus_glabra",TRUE
"Ulmus_laevis",TRUE
"Ulmus_macrocarpa",TRUE
"Ulmus_minor",TRUE
"Ulmus_parvifolia",TRUE
"Ulmus_pumila",TRUE
"Ulmus_villosa",TRUE
"Vaccinium_myrtilloides",TRUE
"Viburnum_betulifolium",TRUE
"Viburnum_buddleifolium",TRUE
"Viburnum_carlesii",TRUE
"Viburnum_cassinoides",FALSE
"Viburnum_lantanoides",TRUE
"Viburnum_opulus",FALSE
"Viburnum_plicatum",TRUE
"Weigela_coraeensis",TRUE
"Weigela_florida",TRUE
"Weigela_maximowiczii",TRUE
