"datasetID","study","entered.by","genus","species","variety","woody","crop","source.population","provenance.lat","provenance.long","provenance.altitude","continent","no.indiv.collected","year.collected","year.germination","storage.type","storage.time","storage.humidity","storage.temp","treatment","chill.temp","chill.duration","germ.temp","other.treatment","photoperiod","chemical","chemical.concent","trt.duration","scarification","scarif.type","soaking","soaked.in","soaking.duration","seed.mass.given","respvar","response","error.type","resp.error","reps","n.per.rep","germ.duration","germ.time.zero","figure","Notes","chillTemp","chillDuration","chillTempUnc","chillTempCycle","chillLightCycle","germTempGen","germTemp","germDuration","germTempClass","germTempDay","germTempNight","germPhotoperiod","germPhotoperiodDay","germPhotoperiodNight","scarifTypeGen","scarifTypeSpe","chemicalCor","storageType","storageDetails","storageTemp","storageDuration","responseVar","responseValueNum","responseErrorType","photoperiodCor","treatmentOverview","chemicalConcent","chemicalConcentUnit","datasetIDstudy","latbi","provLatLon","provLatLonAlt"
"moeini21","exp1","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Stratification","4","20",NA,NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","germ.speed","2.375","SE","0.077","4","50","21","end of treatment","2",NA,"4","20",NA,NA,NA,"NA","NA","21","constant",NA,NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","germ.rate",2.375,"SE","light","Stratification","0",NA,"moeini21exp1","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp1","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","GA3",NA,NA,NA,NA,"16","GA3","49.88",NA,"N",NA,"N",NA,NA,"N","germ.speed","16.313","SE","0.733","4","50","21","end of treatment","2",NA,NA,NA,NA,NA,NA,"NA","NA","21","constant",NA,NA,"16/8","16","8",NA,NA,"GA3","dry","dry","25","14","germ.rate",16.313,"SE","light","GA3","49.88",NA,"moeini21exp1","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp1","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","GA3",NA,NA,NA,NA,"16","GA4","99.75",NA,"N",NA,"N",NA,NA,"N","germ.speed","12.876","SE","0.155","4","50","21","end of treatment","2",NA,NA,NA,NA,NA,NA,"NA","NA","21","constant",NA,NA,"16/8","16","8",NA,NA,"GA3","dry","dry","25","14","germ.rate",12.876,"SE","light","GA3","99.75",NA,"moeini21exp1","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp1","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","GA3",NA,NA,NA,NA,"16","GA5","149.98",NA,"N",NA,"N",NA,NA,"N","germ.speed","14.498","SE","0.811","4","50","21","end of treatment","2",NA,NA,NA,NA,NA,NA,"NA","NA","21","constant",NA,NA,"16/8","16","8",NA,NA,"GA3","dry","dry","25","14","germ.rate",14.498,"SE","light","GA3","149.98",NA,"moeini21exp1","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp1","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","KNO3",NA,NA,NA,NA,"16","KNO3","1.011",NA,"N",NA,"N",NA,NA,"N","germ.speed","15.154","SE","0.464","4","50","21","end of treatment","2",NA,NA,NA,NA,NA,NA,"NA","NA","21","constant",NA,NA,"16/8","16","8",NA,NA,"KNO3","dry","dry","25","14","germ.rate",15.154,"SE","light","KNO3","1.011",NA,"moeini21exp1","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp1","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","KNO3",NA,NA,NA,NA,"16","KNO3","2.022",NA,"N",NA,"N",NA,NA,"N","germ.speed","13.996","SE","0.85","4","50","21","end of treatment","2",NA,NA,NA,NA,NA,NA,"NA","NA","21","constant",NA,NA,"16/8","16","8",NA,NA,"KNO3","dry","dry","25","14","germ.rate",13.996,"SE","light","KNO3","2.022",NA,"moeini21exp1","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp1","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","KNO3",NA,NA,NA,NA,"16","KNO3","3.033",NA,"N",NA,"N",NA,NA,"N","germ.speed","15.27","SE","1.506","4","50","21","end of treatment","2",NA,NA,NA,NA,NA,NA,"NA","NA","21","constant",NA,NA,"16/8","16","8",NA,NA,"KNO3","dry","dry","25","14","germ.rate",15.27,"SE","light","KNO3","3.033",NA,"moeini21exp1","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp2","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Constant temp.",NA,NA,"2",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","per.germ","23.611",NA,NA,"4","50","21","start of treatment","3","For all exp2, I'm assuming that they start the germination timer at the onset of treatment since they want to observe seeds germinated after exposure to constant temperature",NA,NA,NA,NA,NA,"2","2","21","constant","2",NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","percent.germ",23.611,NA,"light","Constant temp.","0",NA,"moeini21exp2","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp2","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Constant temp.",NA,NA,"5",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","per.germ","14.146",NA,NA,"4","50","21","start of treatment","3",NA,NA,NA,NA,NA,NA,"5","5","21","constant","5",NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","percent.germ",14.146,NA,"light","Constant temp.","0",NA,"moeini21exp2","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp2","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Constant temp.",NA,NA,"10",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","per.germ","32.15",NA,NA,"4","50","21","start of treatment","3",NA,NA,NA,NA,NA,NA,"10","10","21","constant","10",NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","percent.germ",32.15,NA,"light","Constant temp.","0",NA,"moeini21exp2","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp2","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Constant temp.",NA,NA,"15",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","per.germ","44.393",NA,NA,"4","50","21","start of treatment","3",NA,NA,NA,NA,NA,NA,"15","15","21","constant","15",NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","percent.germ",44.393,NA,"light","Constant temp.","0",NA,"moeini21exp2","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp2","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Constant temp.",NA,NA,"20",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","per.germ","39.66",NA,NA,"4","50","21","start of treatment","3",NA,NA,NA,NA,NA,NA,"20","20","21","constant","20",NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","percent.germ",39.66,NA,"light","Constant temp.","0",NA,"moeini21exp2","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp2","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Constant temp.",NA,NA,"25",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","per.germ","35.545",NA,NA,"4","50","21","start of treatment","3",NA,NA,NA,NA,NA,NA,"25","25","21","constant","25",NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","percent.germ",35.545,NA,"light","Constant temp.","0",NA,"moeini21exp2","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp2","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Constant temp.",NA,NA,"30",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","per.germ","41.615",NA,NA,"4","50","21","start of treatment","3",NA,NA,NA,NA,NA,NA,"30","30","21","constant","30",NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","percent.germ",41.615,NA,"light","Constant temp.","0",NA,"moeini21exp2","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp2","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Constant temp.",NA,NA,"35",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","per.germ","28.961",NA,NA,"4","50","21","start of treatment","3",NA,NA,NA,NA,NA,NA,"35","35","21","constant","35",NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","percent.germ",28.961,NA,"light","Constant temp.","0",NA,"moeini21exp2","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp2","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Constant temp.",NA,NA,"2",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","germ.speed","1.359",NA,NA,"4","50","21","start of treatment","3",NA,NA,NA,NA,NA,NA,"2","2","21","constant","2",NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","germ.rate",1.359,NA,"light","Constant temp.","0",NA,"moeini21exp2","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp2","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Constant temp.",NA,NA,"5",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","germ.speed","0.829",NA,NA,"4","50","21","start of treatment","4",NA,NA,NA,NA,NA,NA,"5","5","21","constant","5",NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","germ.rate",0.829,NA,"light","Constant temp.","0",NA,"moeini21exp2","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp2","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Constant temp.",NA,NA,"10",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","germ.speed","2.378",NA,NA,"4","50","21","start of treatment","4",NA,NA,NA,NA,NA,NA,"10","10","21","constant","10",NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","germ.rate",2.378,NA,"light","Constant temp.","0",NA,"moeini21exp2","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp2","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Constant temp.",NA,NA,"15",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","germ.speed","7.16",NA,NA,"4","50","21","start of treatment","4",NA,NA,NA,NA,NA,NA,"15","15","21","constant","15",NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","germ.rate",7.16,NA,"light","Constant temp.","0",NA,"moeini21exp2","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp2","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Constant temp.",NA,NA,"20",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","germ.speed","5.503",NA,NA,"4","50","21","start of treatment","4",NA,NA,NA,NA,NA,NA,"20","20","21","constant","20",NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","germ.rate",5.503,NA,"light","Constant temp.","0",NA,"moeini21exp2","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp2","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Constant temp.",NA,NA,"25",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","germ.speed","5.829",NA,NA,"4","50","21","start of treatment","4",NA,NA,NA,NA,NA,NA,"25","25","21","constant","25",NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","germ.rate",5.829,NA,"light","Constant temp.","0",NA,"moeini21exp2","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp2","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Constant temp.",NA,NA,"30",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","germ.speed","6.698",NA,NA,"4","50","21","start of treatment","4",NA,NA,NA,NA,NA,NA,"30","30","21","constant","30",NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","germ.rate",6.698,NA,"light","Constant temp.","0",NA,"moeini21exp2","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp2","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Constant temp.",NA,NA,"35",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","germ.speed","4.606",NA,NA,"4","50","21","start of treatment","4",NA,NA,NA,NA,NA,NA,"35","35","21","constant","35",NA,"16/8","16","8",NA,NA,NA,"dry","dry","25","14","germ.rate",4.606,NA,"light","Constant temp.","0",NA,"moeini21exp2","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
"moeini21","exp3","JN","Lepyrodiclis","holosteoides",NA,"N","N","Shahriar area near Bagh-e Komesh, Tehran, Iran","35.67694444","51.80805556","1160","Asia",NA,"2017","2017","dry","14","40-50","25","Alternating temp.",NA,NA,"15/5",NA,"16",NA,NA,NA,"N",NA,"N",NA,NA,"N","per.germ","49.881","SE","1.188","4","50","21","start of treatment","5","For all exp3, I'm assuming that they start the germination timer at the onset of treatment since they want to observe seeds germinated after exposure to alternating temperature",NA,NA,NA,NA,NA,"11.6666666666667","15/5","21","alternating","15","5","16/8","16","8",NA,NA,NA,"dry","dry","25","14","percent.germ",49.881,"SE","light","Alternating temp.","0",NA,"moeini21exp3","Lepyrodiclis_holosteoides","35.67694444 51.80805556","35.67694444 51.80805556 1160"
