datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemcial.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.time.zero,figure,Notes
veiga-barbosa14,exp1,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,15,NA,16,NA,,,N,NA,N,N,N,Y,MGT,5.55,se,0.17,4,25,15,start of incubation,Tab. 1,
veiga-barbosa14,exp1,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,20,NA,16,NA,,,N,NA,N,N,N,Y,MGT,2.95,se,0.31,4,25,15,start of incubation,Tab. 1,
veiga-barbosa14,exp1,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25,NA,16,NA,,,N,NA,N,N,N,Y,MGT,2.55,se,0.36,4,25,15,start of incubation,Tab. 1,
veiga-barbosa14,exp1,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,30,NA,16,NA,,,N,NA,N,N,N,Y,MGT,2.92,se,0.24,4,25,15,start of incubation,Tab. 1,
veiga-barbosa14,exp1,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,20/10,NA,16,NA,,,N,NA,N,N,N,Y,MGT,3.9,se,0.39,4,25,30,start of incubation,Tab. 1,
veiga-barbosa14,exp1,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25/15,NA,16,NA,,,N,NA,N,N,N,Y,MGT,2.7,se,0.15,4,25,15,start of incubation,Tab. 1,
veiga-barbosa14,exp1,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,5,scarification,16,NA,,,Y,Demucilagation,N,N,N,Y,MGT,19.82,se,0.28,4,25,30,start of incubation,Tab. 1,
veiga-barbosa14,exp1,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,10,scarification,16,NA,,,Y,Demucilagation,N,N,N,Y,MGT,10.45,se,1.4,4,25,30,start of incubation,Tab. 1,
veiga-barbosa14,exp1,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,15,scarification,16,NA,,,Y,Demucilagation,N,N,N,Y,MGT,6.37,se,0.47,4,25,15,start of incubation,Tab. 1,
veiga-barbosa14,exp1,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,20,scarification,16,NA,,,Y,Demucilagation,N,N,N,Y,MGT,3.3,se,0.38,4,25,15,start of incubation,Tab. 1,
veiga-barbosa14,exp1,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25,scarification,16,NA,,,Y,Demucilagation,N,N,N,Y,MGT,3.1,se,0.28,4,25,15,start of incubation,Tab. 1,
veiga-barbosa14,exp1,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,30,scarification,16,NA,,,Y,Demucilagation,N,N,N,Y,MGT,3.17,se,0.33,4,25,15,start of incubation,Tab. 1,
veiga-barbosa14,exp1,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,20/10,scarification,16,NA,,,Y,Demucilagation,N,N,N,Y,MGT,4.5,se,0.62,4,25,30,start of incubation,Tab. 1,
veiga-barbosa14,exp1,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25/15,scarification,16,NA,,,Y,Demucilagation,N,N,N,Y,MGT,3.2,se,0.65,4,25,15,start of incubation,Tab. 1,
veiga-barbosa14,exp2,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25,light,16,NA,,,N,NA,N,N,N,Y,per.germ,89,se,2.97,4,25,15,start of incubation,Tab. 3,
veiga-barbosa14,exp2,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25,light,16,NA,,,N,NA,N,N,N,Y,MGT,2.55,se,0.36,4,25,15,start of incubation,Tab. 3,
veiga-barbosa14,exp2,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25/15,light,16,NA,,,N,NA,N,N,N,Y,per.germ,86,se,4.42,4,25,15,start of incubation,Tab. 3,
veiga-barbosa14,exp2,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25/15,light,16,NA,,,N,NA,N,N,N,Y,MGT,2.7,se,0.15,4,25,15,start of incubation,Tab. 3,
veiga-barbosa14,exp2,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25,light,0,NA,,,N,NA,N,N,N,Y,per.germ,87,se,2.77,4,25,15,start of incubation,Tab. 3,
veiga-barbosa14,exp2,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25,light,0,NA,,,N,NA,N,N,N,Y,MGT,3.35,se,0.2,4,25,15,start of incubation,Tab. 3,
veiga-barbosa14,exp2,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25/15,light,0,NA,,,N,NA,N,N,N,Y,per.germ,76,se,4.52,4,25,15,start of incubation,Tab. 3,
veiga-barbosa14,exp2,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25/15,light,0,NA,,,N,NA,N,N,N,Y,MGT,4.5,se,0.12,4,25,15,start of incubation,Tab. 3,
veiga-barbosa14,exp3,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25/15,soaking,16,NA,,,N,NA,N,N,N,Y,per.germ,84,se,2.91,4,25,15,start of incubation,Tab. 4,
veiga-barbosa14,exp3,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25/15,soaking,16,NA,,,N,NA,N,N,N,Y,MGT,2.4,se,0.13,4,25,15,start of incubation,Tab. 4,
veiga-barbosa14,exp3,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25/15,soaking,16,NA,,,N,NA,Y,H20,24 hours,Y,per.germ,87,se,2.19,4,25,15,start of incubation,Tab. 4,
veiga-barbosa14,exp3,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25/15,soaking,16,NA,,,N,NA,Y,H20,24 hours,Y,MGT,1.95,se,0.1,4,25,15,start of incubation,Tab. 4,
veiga-barbosa14,exp3,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25/15,soaking,16,NA,,,N,NA,Y,GA3,24 hours,Y,per.germ,95,se,2.6,4,25,15,start of incubation,Tab. 4,
veiga-barbosa14,exp3,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,temperture,NA,NA,25/15,soaking,16,NA,,,N,NA,Y,GA3,24 hours,Y,MGT,1.4,se,0.03,4,25,15,start of incubation,Tab. 4,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,osmotic stress,16,PEG 6000,0,15 days,N,NA,Y,PEG 6000,15 days,Y,per.germ,82,se,1.43,4,25,15,start of incubation,Tab. 5,"respone is initial germination"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,osmotic stress,16,PEG 6000,0,15 days,N,NA,Y,PEG 6000,15 days,Y,MGT,2.7,se,0.15,4,25,15,start of incubation,Tab. 5,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,osmotic stress,16,PEG 6000,2.5,15 days,N,NA,Y,PEG 6000,15 days,Y,per.germ,77,se,1.92,4,25,15,start of incubation,Tab. 5,"respone is initial germination"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,osmotic stress,16,PEG 6000,2.5,15 days,N,NA,Y,PEG 6000,15 days,Y,MGT,3.05,se,0.19,4,25,15,start of incubation,Tab. 5,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,osmotic stress,16,PEG 6000,5,15 days,N,NA,Y,PEG 6000,15 days,Y,per.germ,83,se,2.65,4,25,15,start of incubation,Tab. 5,"respone is initial germination"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,osmotic stress,16,PEG 6000,5,15 days,N,NA,Y,PEG 6000,15 days,Y,MGT,3.02,se,0.21,4,25,15,start of incubation,Tab. 5,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,osmotic stress,16,PEG 6000,10,15 days,N,NA,Y,PEG 6000,15 days,Y,per.germ,78,se,2.6,4,25,15,start of incubation,Tab. 5,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,osmotic stress,16,PEG 6000,10,15 days,N,NA,Y,PEG 6000,15 days,Y,MGT,3.42,se,0.14,4,25,15,start of incubation,Tab. 5,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,osmotic stress,16,PEG 6000,15,15 days,N,NA,Y,PEG 6000,15 days,Y,per.germ,76,se,2.25,4,25,15,start of incubation,Tab. 5,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,osmotic stress,16,PEG 6000,15,15 days,N,NA,Y,PEG 6000,15 days,Y,MGT,3.9,se,0.21,4,25,15,start of incubation,Tab. 5,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,osmotic stress,16,PEG 6000,20,15 days,N,NA,Y,PEG 6000,15 days,Y,per.germ,65,se,2.72,4,25,15,start of incubation,Tab. 5,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,osmotic stress,16,PEG 6000,20,15 days,N,NA,Y,PEG 6000,15 days,Y,MGT,5.07,se,0.15,4,25,15,start of incubation,Tab. 5,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,osmotic stress,16,PEG 6000,25,15 days,N,NA,Y,PEG 6000,15 days,Y,per.germ,63,se,2.57,4,25,15,start of incubation,Tab. 5,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,osmotic stress,16,PEG 6000,25,15 days,N,NA,Y,PEG 6000,15 days,Y,MGT,5.95,se,0.28,4,25,15,start of incubation,Tab. 5,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,osmotic stress,16,PEG 6000,35,15 days,N,NA,Y,PEG 6000,15 days,Y,per.germ,0,se,0,4,25,15,start of incubation,Tab. 5,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,osmotic stress,16,PEG 6000,35,15 days,N,NA,Y,PEG 6000,15 days,Y,MGT,NA,se,NA,4,25,15,start of incubation,Tab. 5,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,0,15 days,N,NA,Y,NaCl,15 days,Y,MGT,2.7,se,0.15,4,25,15,start of incubation,Tab. 6,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,0,15 days,N,NA,Y,NaCl,15 days,Y,per.germ,82,se,1.43,4,25,15,start of incubation,Tab. 6,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,1,15 days,N,NA,Y,NaCl,15 days,Y,MGT,2.62,se,0.09,4,25,15,start of incubation,Tab. 6,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,1,15 days,N,NA,Y,NaCl,15 days,Y,per.germ,71,se,3.77,4,25,15,start of incubation,Tab. 6,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,5,15 days,N,NA,Y,NaCl,15 days,Y,MGT,3.02,se,0.21,4,25,15,start of incubation,Tab. 6,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,5,15 days,N,NA,Y,NaCl,15 days,Y,per.germ,72,se,4.24,4,25,15,start of incubation,Tab. 6,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,10,15 days,N,NA,Y,NaCl,15 days,Y,MGT,3.22,se,0.25,4,25,15,start of incubation,Tab. 6,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,10,15 days,N,NA,Y,NaCl,15 days,Y,per.germ,72,se,2.48,4,25,15,start of incubation,Tab. 6,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,25,15 days,N,NA,Y,NaCl,15 days,Y,MGT,3.1,se,0.31,4,25,15,start of incubation,Tab. 6,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,25,15 days,N,NA,Y,NaCl,15 days,Y,per.germ,72,se,2.02,4,25,15,start of incubation,Tab. 6,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,50,15 days,N,NA,Y,NaCl,15 days,Y,MGT,2.7,se,0.2,4,25,15,start of incubation,Tab. 6,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,50,15 days,N,NA,Y,NaCl,15 days,Y,per.germ,70,se,6.23,4,25,15,start of incubation,Tab. 6,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,75,15 days,N,NA,Y,NaCl,15 days,Y,MGT,3.27,se,0.28,4,25,15,start of incubation,Tab. 6,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,75,15 days,N,NA,Y,NaCl,15 days,Y,per.germ,67,se,3.07,4,25,15,start of incubation,Tab. 6,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,100,15 days,N,NA,Y,NaCl,15 days,Y,MGT,3.8,se,0.24,4,25,15,start of incubation,Tab. 6,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,100,15 days,N,NA,Y,NaCl,15 days,Y,per.germ,57,se,3.27,4,25,15,start of incubation,Tab. 6,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,150,15 days,N,NA,Y,NaCl,15 days,Y,MGT,3.97,se,0.1,4,25,15,start of incubation,Tab. 6,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,150,15 days,N,NA,Y,NaCl,15 days,Y,per.germ,54,se,1.6,4,25,15,start of incubation,Tab. 6,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,200,15 days,N,NA,Y,NaCl,15 days,Y,MGT,4.4,se,0.27,4,25,15,start of incubation,Tab. 6,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,200,15 days,N,NA,Y,NaCl,15 days,Y,per.germ,42,se,2.88,4,25,15,start of incubation,Tab. 6,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,300,15 days,N,NA,Y,NaCl,15 days,Y,MGT,NA,se,NA,4,25,15,start of incubation,Tab. 6,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,300,15 days,N,NA,Y,NaCl,15 days,Y,per.germ,0,se,NA,4,25,15,start of incubation,Tab. 6,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,400,15 days,N,NA,Y,NaCl,15 days,Y,MGT,NA,se,NA,4,25,15,start of incubation,Tab. 6,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,400,15 days,N,NA,Y,NaCl,15 days,Y,per.germ,0,se,NA,4,25,15,start of incubation,Tab. 6,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,600,15 days,N,NA,Y,NaCl,15 days,Y,MGT,NA,se,NA,4,25,15,start of incubation,Tab. 6,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,600,15 days,N,NA,Y,NaCl,15 days,Y,per.germ,0,se,NA,4,25,15,start of incubation,Tab. 6,"respone is ""initial germininat"" from table"
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,800,15 days,N,NA,Y,NaCl,15 days,Y,MGT,NA,se,NA,4,25,15,start of incubation,Tab. 6,
veiga-barbosa14,exp4,DMB,Plantago,albicans,NA,N,N,"Navarra, Spain",,,,Europe,,2012,,dry,4 months,,ambient,,NA,NA,25/15,salt stress,16,NaCl,800,15 days,N,NA,Y,NaCl,15 days,Y,per.germ,0,se,NA,4,25,15,start of incubation,Tab. 6,"respone is ""initial germininat"" from table"
