Baskin Dormancy Database : Species Level Data,,,,,
,,,,,
1,Original Genus,Corrected Genus,Genus_species,Family,Dormancy Class
4545,Diospyros,Diospyros,Diospyros_marmorata,Ebenaceae,ND
4546,Diospyros,Diospyros,Diospyros_melanoxylon,Ebenaceae,ND
4547,Diospyros,Diospyros,Diospyros_mespiliformis,Ebenaceae,PD
4548,Diospyros,Diospyros,Diospyros_mollis,Ebenaceae,ND
4549,Diospyros,Diospyros,Diospyros_mollis,Ebenaceae,PD
4550,Diospyros,Diospyros,Diospyros_morrisiana,Ebenaceae,ND
4551,Diospyros,Diospyros,Diospyros_mun,Ebenaceae,ND
4552,Diospyros,Diospyros,Diospyros_obovata,Ebenaceae,PD
4553,Diospyros,Diospyros,Diospyros_palmeri,Ebenaceae,PD
4554,Diospyros,Diospyros,Diospyros_palmeri,Ebenaceae,PD
4555,Diospyros,Diospyros,Diospyros_pendula,Ebenaceae,PD
4556,Diospyros,Diospyros,Diospyros_pilosantera,Ebenaceae,ND
4557,Diospyros,Diospyros,Diospyros_quaesita,Ebenaceae,PD
4558,Diospyros,Diospyros,Diospyros_retrofracta,Ebenaceae,ND
4559,Diospyros,Diospyros,Diospyros_sandwicensis,Ebenaceae,ND
4560,Diospyros,Diospyros,Diospyros_sandwicensis,Ebenaceae,PD
4561,Diospyros,Diospyros,Diospyros_sanzaminika,Ebenaceae,ND
4562,Diospyros,Diospyros,Diospyros_sumatrana,Ebenaceae,ND
4563,Diospyros,Diospyros,Diospyros_texana,Ebenaceae,ND
4564,Diospyros,Diospyros,Diospyros_undulata,Ebenaceae,PD
4565,Diospyros,Diospyros,Diospyros_vaccinioides,Ebenaceae,PD
4566,Diospyros,Diospyros,Diospyros_virginiana,Ebenaceae,PD
4567,Diospyros,Diospyros,Diospyros_whyteana,Ebenaceae,PD
4568,Diospyros,Diospyros,Diospyros_xanthochlamys,Ebenaceae,ND
4569,Diospyros,Diospyros,Diospyros_zombensis,Ebenaceae,PD
4570,Euclea,Euclea,Euclea_crispa,Ebenaceae,PD
4571,Euclea,Euclea,Euclea_undulata,Ebenaceae,PD
4572,Maba,Maba,Maba_soubreana,Ebenaceae,PD
4573,Georgiella,Georgeantha,Georgiella_hexandra,Ecdeiocoleaceae,PD
4574,Elaeagnus,Elaeagnus,Elaeagnus_angustifolia,Elaeagnaceae,PD
4575,Elaeagnus,Elaeagnus,Elaeagnus_angustifolia,Elaeagnaceae,PD
4576,Elaeagnus,Elaeagnus,Elaeagnus_commutata,Elaeagnaceae,PD
4577,Elaeagnus,Elaeagnus,Elaeagnus_latifolia,Elaeagnaceae,PD
4578,Elaeagnus,Elaeagnus,Elaeagnus_umbellata,Elaeagnaceae,PD
4579,Hippophae,Hippophae,Hippophae_rhamnoides,Elaeagnaceae,PD
4580,Hippophae,Hippophae,Hippophae_rhamnoides,Elaeagnaceae,PD
4581,Hippophae,Hippophae,Hippophae_salicifolia,Elaeagnaceae,PD
4582,Hippophae,Hippophae,Hippophae_thibetana,Elaeagnaceae,PD
4583,Shepherdia,Shepherdia,Shepherdia_argentea,Elaeagnaceae,PD
4584,Shepherdia,Shepherdia,Shepherdia_canadensis,Elaeagnaceae,PD
4585,Aristotelia,Aristotelia,Aristotelia_chilensis,Elaeocarpaceae,PD
4586,Aristotelia,Aristotelia,Aristotelia_serrata,Elaeocarpaceae,PD
4587,Crinodendron,Crinodendron,Crinodendron_hookerianum,Elaeocarpaceae,PD
4588,Crinodendron,Crinodendron,Crinodendron_hookerianum,Elaeocarpaceae,PD
4589,Crinodendron,Crinodendron,Crinodendron_patagua,Elaeocarpaceae,PD
4590,Elaeocarpus,Elaeocarpus,Elaeocarpus_angustifolius,Elaeocarpaceae,PD
4591,Elaeocarpus,Elaeocarpus,Elaeocarpus_bifidus,Elaeocarpaceae,PD
4592,Elaeocarpus,Elaeocarpus,Elaeocarpus_bracteanus,Elaeocarpaceae,PD
4593,Elaeocarpus,Elaeocarpus,Elaeocarpus_dentatus,Elaeocarpaceae,PD
4594,Elaeocarpus,Elaeocarpus,Elaeocarpus_floribundus,Elaeocarpaceae,PD
4595,Elaeocarpus,Elaeocarpus,Elaeocarpus_floribundus,Elaeocarpaceae,PD
4596,Elaeocarpus,Elaeocarpus,Elaeocarpus_grandis,Elaeocarpaceae,PD
4597,Elaeocarpus,Elaeocarpus,Elaeocarpus_hookerianus,Elaeocarpaceae,PD
4598,Elaeocarpus,Elaeocarpus,Elaeocarpus_japonicus,Elaeocarpaceae,PD
4599,Elaeocarpus,Elaeocarpus,Elaeocarpus_lanceifolius,Elaeocarpaceae,PD
4600,Elaeocarpus,Elaeocarpus,Elaeocarpus_multiflorus,Elaeocarpaceae,PD
4601,Elaeocarpus,Elaeocarpus,Elaeocarpus_nitentifolius,Elaeocarpaceae,PD
4602,Elaeocarpus,Elaeocarpus,Elaeocarpus_oblongus,Elaeocarpaceae,PD
4603,Elaeocarpus,Elaeocarpus,Elaeocarpus_petiolatus,Elaeocarpaceae,PD
4604,Elaeocarpus,Elaeocarpus,Elaeocarpus_prunifolius,Elaeocarpaceae,PD
4605,Elaeocarpus,Elaeocarpus,Elaeocarpus_stipularis,Elaeocarpaceae,PD
4606,Elaeocarpus,Elaeocarpus,Elaeocarpus_sylvestris,Elaeocarpaceae,PD
4607,Elaeocarpus,Elaeocarpus,Elaeocarpus_sylvestris,Elaeocarpaceae,PD
4608,Elaeocarpus,Elaeocarpus,Elaeocarpus_tuberculatus,Elaeocarpaceae,PD
4609,Sloanea,Sloanea,Sloanea_berteriana,Elaeocarpaceae,PD
4610,Sloanea,Sloanea,Sloanea_grandis,Elaeocarpaceae,ND
4611,Sloanea,Sloanea,Sloanea_javanica,Elaeocarpaceae,ND
4612,Sloanea,Sloanea,Sloanea_malayana,Elaeocarpaceae,ND
4613,Sloanea,Sloanea,Sloanea_monosperma,Elaeocarpaceae,PD
4614,Sloanea,Sloanea,Sloanea_sinensis,Elaeocarpaceae,PD
4615,Sloanea,Sloanea,Sloanea_terniflora,Elaeocarpaceae,ND
4616,Sloanea,Sloanea,Sloanea_tomentosa,Elaeocarpaceae,PD
4617,Tetratheca,Tetratheca,Tetratheca_efoliata,Elaeocarpaceae,MPD
4618,Tetratheca,Tetratheca,Tetratheca_hirsuta,Elaeocarpaceae,MPD
4619,Tetratheca,Tetratheca,Tetratheca_juncea,Elaeocarpaceae,MPD
4620,Tetratheca,Tetratheca,Tetratheca_setigera,Elaeocarpaceae,PD
4621,Elatine,Elatine,Elatine_americana,Elatinaceae,PD
4622,Ephedra,Ephedra,Ephedra_equisetina,Ephedraceae,PD
4623,Ephedra,Ephedra,Ephedra_intermedia,Ephedraceae,PD
4624,Ephedra,Ephedra,Ephedra_monosperma,Ephedraceae,PD
4625,Ephedra,Ephedra,Ephedra_nevadensis,Ephedraceae,PD
4626,Ephedra,Ephedra,Ephedra_nevadensis,Ephedraceae,PD
4627,Ephedra,Ephedra,Ephedra_przewalskii,Ephedraceae,PD
4628,Ephedra,Ephedra,Ephedra_viridis,Ephedraceae,PD
4629,Ephedra,Ephedra,Ephedra_viridis*,Ephedraceae,PD
4630,Acrotriche,Acrotriche,Acrotriche_patula,Ericaceae,PD
4631,Agapetes,Agapetes,Agapetes_scortechinii,Ericaceae,PD
4632,Andersonia,Andersonia,Andersonia_aristata,Ericaceae,PD
4633,Andersonia,Andersonia,Andersonia_axilliflora,Ericaceae,PD
4634,Andersonia,Andersonia,Andersonia_bifida,Ericaceae,PD
4635,Andersonia,Andersonia,Andersonia_caerulea,Ericaceae,PD
4636,Andersonia,Andersonia,Andersonia_echinocephala,Ericaceae,PD
4637,Andersonia,Andersonia,Andersonia_gracilis,Ericaceae,PD
4638,Andersonia,Andersonia,Andersonia_grandiflora,Ericaceae,PD
4639,Andersonia,Andersonia,Andersonia_involucrata,Ericaceae,PD
4640,Andersonia,Andersonia,Andersonia_latiflora,Ericaceae,PD
4641,Andersonia,Andersonia,Andersonia_lehmanniana,Ericaceae,PD
4642,Andersonia,Andersonia,Andersonia_pinaster,Ericaceae,PD
4643,Andersonia,Andersonia,Andersonia_sprengelioides,Ericaceae,PD
4644,Arbutus,Arbutus,Arbutus_andrachne,Ericaceae,PD
4645,Arbutus,Arbutus,Arbutus_canariensis,Ericaceae,PD
4646,Arbutus,Arbutus,Arbutus_menziesii,Ericaceae,PD
4647,Arbutus,Arbutus,Arbutus_menziesii,Ericaceae,PD
4648,Arbutus,Arbutus,Arbutus_unedo,Ericaceae,PD
4649,Arctostaphylos,Arctostaphylos,Arctostaphylos_glandulosa,Ericaceae,PD
4650,Arctostaphylos,Arctostaphylos,Arctostaphylos_patula,Ericaceae,PD
4651,Arctostaphylos,Arctostaphylos,Arctostaphylos_patula,Ericaceae,PD
4652,Arctostaphylos,Arctostaphylos,Arctostaphylos_uva-ursi,Ericaceae,PD
4653,Arctostaphylos,Arctostaphylos,Arctostaphylos_uva-ursi,Ericaceae,PD
4654,Arctous,Arctous,Arctous_ruber,Ericaceae,PD
4655,Astroloma,Astroloma,Astroloma_baxteri,Ericaceae,MPD
4656,Astroloma,Astroloma,Astroloma_ciliatum,Ericaceae,MPD
4657,Astroloma,Astroloma,Astroloma_epacridis,Ericaceae,MPD
4658,Astroloma,Astroloma,Astroloma_macrocalyx,Ericaceae,MPD
4659,Astroloma,Astroloma,Astroloma_microcalyx,Ericaceae,MPD
4660,Astroloma,Astroloma,Astroloma_microdonta,Ericaceae,MPD
4661,Astroloma,Astroloma,Astroloma_serratifolium,Ericaceae,MPD
4662,Astroloma,Astroloma,Astroloma_xerophyllum,Ericaceae,MPD
4663,Bryanthus,Bryanthus,Bryanthus_gmelinii,Ericaceae,ND
4664,Calluna,Calluna,Calluna_vulgaris,Ericaceae,ND
4665,Calluna,Calluna,Calluna_vulgaris,Ericaceae,PD
4666,Cassiope,Cassiope,Cassiope_tetragona,Ericaceae,PD
4667,Ceratiola,Ceratiola,Ceratiola_ericoides,Ericaceae,PD
4668,Chamaedaphne,Chamaedaphne,Chamaedaphne_calyculata,Ericaceae,PD
4669,Comarostaphylis,Comarostaphylis,Comarostaphylis_diversifolia,Ericaceae,PD
4670,Corema,Corema,Corema_conradii,Ericaceae,PD
4671,Cosmelia,Cosmelia,Cosmelia_rubra,Ericaceae,PD
4672,Craibiodendron,Craibiodendron,Craibiodendron_stellatum,Ericaceae,PD
4673,Doboecia,Daboecia,Doboecia_cantabrica,Ericaceae,PD
4674,Elliottia,Elliottia,Elliottia_racemosa,Ericaceae,PD
4675,Empetrum,Empetrum,Empetrum_hermaphorditum,Ericaceae,PD
4676,Empetrum,Empetrum,Empetrum_nigrum,Ericaceae,PD
4677,Empetrum,Empetrum,Empetrum_rubrum,Ericaceae,PD
4678,Enkianthus,Enkianthus,Enkianthus_quinqueflorus,Ericaceae,ND
4679,Epacris,Epacris,Epacris_impressa,Ericaceae,PD
4680,Epacris,Epacris,Epacris_obtusifolia,Ericaceae,PD
4681,Epacris,Epacris,Epacris_purpurascens,Ericaceae,PD
4682,Epacris,Epacris,Epacris_stuartii,Ericaceae,PD
4683,Epacris,Epacris,Epacris_tasmanica,Ericaceae,PD
4684,Erica,Erica,Erica_andevalensis,Ericaceae,PD
4685,Erica,Erica,Erica_arborea,Ericaceae,PD
4686,Erica,Erica,Erica_australis,Ericaceae,PD
4687,Erica,Erica,Erica_baccans,Ericaceae,PD
4688,Erica,Erica,Erica_canaliculata,Ericaceae,PD
4689,Erica,Erica,Erica_clavisepala,Ericaceae,PD
4690,Erica,Erica,Erica_curvirostris,Ericaceae,PD
4691,Erica,Erica,Erica_deflexa,Ericaceae,PD
4692,Erica,Erica,Erica_ericoides,Ericaceae,PD
4693,Erica,Erica,Erica_glauca,Ericaceae,PD
4694,Erica,Erica,Erica_grata,Ericaceae,PD
4695,Erica,Erica,Erica_junonia,Ericaceae,PD
4696,Erica,Erica,Erica_longifolia,Ericaceae,PD
4697,Erica,Erica,Erica_lusitanica,Ericaceae,PD
4698,Erica,Erica,Erica_nudiflora,Ericaceae,PD
4699,Erica,Erica,Erica_oatesii,Ericaceae,PD
4700,Erica,Erica,Erica_perlata,Ericaceae,PD
4701,Erica,Erica,Erica_phylicifolia,Ericaceae,PD
4702,Erica,Erica,Erica_plukenettii,Ericaceae,PD
4703,Erica,Erica,Erica_sessiliflora,Ericaceae,PD
4704,Erica,Erica,Erica_spectabilis,Ericaceae,PD
4705,Erica,Erica,Erica_tetralix,Ericaceae,PD
4706,Erica,Erica,Erica_thomae,Ericaceae,PD
4707,Erica,Erica,Erica_tumida,Ericaceae,PD
4708,Erica,Erica,Erica_vagans,Ericaceae,PD
4709,Gaultheria,Gaultheria,Gaultheria_antipoda,Ericaceae,ND
4710,Gaultheria,Gaultheria,Gaultheria_antipoda,Ericaceae,PD
4711,Gaultheria,Gaultheria,Gaultheria_depressa,Ericaceae,ND
4712,Gaultheria,Gaultheria,Gaultheria_depressa,Ericaceae,PD
4713,Gaultheria,Gaultheria,Gaultheria_furiens,Ericaceae,PD
4714,Gaultheria,Gaultheria,Gaultheria_insana,Ericaceae,PD
4715,Gaultheria,Gaultheria,Gaultheria_leucocarpa,Ericaceae,ND
4716,Gaultheria,Gaultheria,Gaultheria_leucocarpa,Ericaceae,ND
4717,Gaultheria,Gaultheria,Gaultheria_leucocarpa,Ericaceae,PD
4718,Gaultheria,Gaultheria,Gaultheria_malayana,Ericaceae,ND
4719,Gaultheria,Gaultheria,Gaultheria_malayana,Ericaceae,ND
4720,Gaultheria,Gaultheria,Gaultheria_mucronata,Ericaceae,PD
4721,Gaultheria,Gaultheria,Gaultheria_phillyreifolia,Ericaceae,PD
4722,Gaultheria,Gaultheria,Gaultheria_procumbens,Ericaceae,PD
4723,Gaultheria,Gaultheria,Gaultheria_shallon,Ericaceae,PD
4724,Kalmia,Kalmia,Kalmia_angustifolia,Ericaceae,ND
4725,Kalmia,Kalmia,Kalmia_cuneata,Ericaceae,PD
4726,Kalmia,Kalmia,Kalmia_hirsuta,Ericaceae,PD
4727,Kalmia,Kalmia,Kalmia_latifolia,Ericaceae,ND
4728,Kalmia,Kalmia,Kalmia_latifolia,Ericaceae,PD
4729,Kalmia,Kalmia,Kalmia_microphylla,Ericaceae,ND
4730,Kalmia,Kalmia,Kalmia_polifolia,Ericaceae,ND
4731,Kalmia,Kalmia,Kalmia_polifolia,Ericaceae,PD
4732,Ledum,Ledum,Ledum_decumbens,Ericaceae,PD
4733,Ledum,Ledum,Ledum_palustre,Ericaceae,PD
4734,Leptecophylla,Leptecophylla,Leptecophylla_,Ericaceae,PD
4735,Leucopogon,Leucopogon,Leucopogon_capitellatus,Ericaceae,PD
4736,Leucopogon,Leucopogon,Leucopogon_conostephioides,Ericaceae,PD
4737,Leucopogon,Leucopogon,Leucopogon_ericoides,Ericaceae,PD
4738,Leucopogon,Leucopogon,Leucopogon_esquamatus,Ericaceae,MPD
4739,Leucopogon,Leucopogon,Leucopogon_exolasius,Ericaceae,MPD
4740,Leucopogon,Leucopogon,Leucopogon_glacialis,Ericaceae,PD
4741,Leucopogon,Leucopogon,Leucopogon_melaleucoides,Ericaceae,PD
4742,Leucopogon,Leucopogon,Leucopogon_muticus,Ericaceae,PD
4743,Leucopogon,Leucopogon,Leucopogon_nutans,Ericaceae,PD
4744,Leucopogon,Leucopogon,Leucopogon_polymorphus,Ericaceae,PD
4745,Leucopogon,Leucopogon,Leucopogon_propinquus,Ericaceae,PD
4746,Leucopogon,Leucopogon,Leucopogon_setiger,Ericaceae,MPD
4747,Leucopogon,Leucopogon,Leucopogon_verticillatus,Ericaceae,PD
4748,Lissanthe,Lissanthe,Lissanthe_strigosa,Ericaceae,PD
4749,Loiseleuria,Loiseleuria,Loiseleuria_procumbens,Ericaceae,PD
4750,Lyonia,Lyonia,Lyonia_ovalifolia,Ericaceae,PD
4751,Lysinema,Lysinema,Lysinema_ciliatum,Ericaceae,PD
4752,Melichrus,Melichrus,Melichrus_urceolatus,Ericaceae,PD
4753,Oxycoccus,Vaccinium,Oxycoccus_microcarpus,Ericaceae,PD
4754,Oxycoccus,Vaccinium,Oxycoccus_quadripetalus,Ericaceae,PD
4755,Pernettya,Pernettya,Pernettya_macrostigma,Ericaceae,PD
4756,Pernettya,Pernettya,Pernettya_macrostigma,Ericaceae,PD
4757,Pernettya,Pernettya,Pernettya_mucronata,Ericaceae,PD
4758,Phyllodoce,Phyllodoce,Phyllodoce_aleutica,Ericaceae,PD
4759,Pieris,Pieris,Pieris_floribunda,Ericaceae,ND
4760,Rhododendron,Rhododendron,Rhododendron_anthropogoniodes,Ericaceae,PD
4761,Rhododendron,Rhododendron,Rhododendron_arboreum,Ericaceae,PD
4762,Rhododendron,Rhododendron,Rhododendron_aureum,Ericaceae,PD
4763,Rhododendron,Rhododendron,Rhododendron_camtschaticum,Ericaceae,PD
4764,Rhododendron,Rhododendron,Rhododendron_capitatum,Ericaceae,PD
4765,Rhododendron,Rhododendron,Rhododendron_carolinianum,Ericaceae,ND
4766,Rhododendron,Rhododendron,Rhododendron_catawbienseh,Ericaceae,ND
4767,Rhododendron,Rhododendron,Rhododendron_fastigiatum,Ericaceae,PD
4768,Rhododendron,Rhododendron,Rhododendron_japonicum,Ericaceae,PD
4769,Rhododendron,Rhododendron,Rhododendron_lapponicum,Ericaceae,PD
4770,Rhododendron,Rhododendron,Rhododendron_maddenii,Ericaceae,PD
4771,Rhododendron,Rhododendron,Rhododendron_maximum,Ericaceae,ND
4772,Rhododendron,Rhododendron,Rhododendron_metternichii,Ericaceae,PD
4773,Rhododendron,Rhododendron,Rhododendron_moulmainense,Ericaceae,PD
4774,Rhododendron,Rhododendron,Rhododendron_niveum,Ericaceae,PD
4775,Rhododendron,Rhododendron,Rhododendron_ponticum,Ericaceae,ND
4776,Rhododendron,Rhododendron,Rhododendron_redowskianum,Ericaceae,PD
4777,Rhododendron,Rhododendron,Rhododendron_simiarum,Ericaceae,PD
4778,Rhododendron,Rhododendron,Rhododendron_vaseyi,Ericaceae,ND
4779,Sphenotoma,Sphenotoma,Sphenotoma_drummondii,Ericaceae,PD
4780,Styphelia,Styphelia,Styphelia_tenuiflora,Ericaceae,PD
4781,Vaccinium,Vaccinium,Vaccinium_angustifolium,Ericaceae,PD
4782,Vaccinium,Vaccinium,Vaccinium_arctostaphylos,Ericaceae,PD
4783,Vaccinium,Vaccinium,Vaccinium_boreale,Ericaceae,ND
4784,Vaccinium,Vaccinium,Vaccinium_caespitosum,Ericaceae,ND
4785,Vaccinium,Vaccinium,Vaccinium_caespitosum,Ericaceae,PD
4786,Vaccinium,Vaccinium,Vaccinium_calycinum,Ericaceae,PD
4787,Vaccinium,Vaccinium,Vaccinium_corymbosum,Ericaceae,PD
4788,Vaccinium,Vaccinium,Vaccinium_cylidraceum,Ericaceae,PD
4789,Vaccinium,Vaccinium,Vaccinium_darrowii,Ericaceae,PD
4790,Vaccinium,Vaccinium,Vaccinium_dentatum,Ericaceae,PD
4791,Vaccinium,Vaccinium,Vaccinium_hirsutum,Ericaceae,ND
4792,Vaccinium,Vaccinium,Vaccinium_hirsutum,Ericaceae,PD
4793,Vaccinium,Vaccinium,Vaccinium_hirsutum,Ericaceae,PD
4794,Vaccinium,Vaccinium,Vaccinium_macrocarpon,Ericaceae,PD
4795,Vaccinium,Vaccinium,Vaccinium_membranaceum,Ericaceae,ND
4796,Vaccinium,Vaccinium,Vaccinium_membranaceum,Ericaceae,PD
4797,Vaccinium,Vaccinium,Vaccinium_myrsinites,Ericaceae,PD
4798,Vaccinium,Vaccinium,Vaccinium_myrtilloides,Ericaceae,ND
4799,Vaccinium,Vaccinium,Vaccinium_myrtilloides,Ericaceae,PD
4800,Vaccinium,Vaccinium,Vaccinium_myrtillus,Ericaceae,PD
4801,Vaccinium,Vaccinium,Vaccinium_ovalifolium,Ericaceae,PD
4802,Vaccinium,Vaccinium,Vaccinium_ovatum,Ericaceae,PD
4803,Vaccinium,Vaccinium,Vaccinium_oxycoccus,Ericaceae,PD
4804,Vaccinium,Vaccinium,Vaccinium_padifolium,Ericaceae,PD
4805,Vaccinium,Vaccinium,Vaccinium_pallidum,Ericaceae,PD
4806,Vaccinium,Vaccinium,Vaccinium_parviflorum,Ericaceae,PD
4807,Vaccinium,Vaccinium,Vaccinium_reticulatum,Ericaceae,PD
4808,Vaccinium,Vaccinium,Vaccinium_smallii,Ericaceae,PD
4809,Vaccinium,Vaccinium,Vaccinium_tenellum,Ericaceae,PD
4810,Vaccinium,Vaccinium,Vaccinium_uliginosum,Ericaceae,PD
4811,Vaccinium,Vaccinium,Vaccinium_vitis-idaea,Ericaceae,PD
4812,Eriocaulon,Eriocaulon,Eriocaulon_septangulare,Eriocaulaceae,PD
4813,Syngonanthus,Syngonanthus,Syngonanthus_elegans,Eriocaulaceae,ND
4814,Syngonanthus,Syngonanthus,Syngonanthus_nitens,Eriocaulaceae,ND
4815,Syngonanthus,Syngonanthus,Syngonanthus_venustus,Eriocaulaceae,ND
4816,Erythroxylon,Erythroxylum,Erythroxylon_aurelatum,Erythroxylaceae,ND
4817,Erythroxylon,Erythroxylum,Erythroxylon_ovalifolium,Erythroxylaceae,ND
4818,Erythroxylum,Erythroxylum,Erythroxylum_campinense,Erythroxylaceae,ND
4819,Erythroxylum,Erythroxylum,Erythroxylum_cuneatum,Erythroxylaceae,PD
4820,Erythroxylum,Erythroxylum,Erythroxylum_mannii,Erythroxylaceae,ND
4821,Erythroxylum,Erythroxylum,Erythroxylum_ovalifolium,Erythroxylaceae,ND
4822,Erythroxylum,Erythroxylum,Erythroxylum_pruinosum,Erythroxylaceae,PD
4823,Erythroxylum,Erythroxylum,Erythroxylum_rotundifolium,Erythroxylaceae,ND
4824,Erythroxylum,Erythroxylum,Erythroxylum_tortuosum,Erythroxylaceae,PD
4825,Escallonia,Escallonia,Escallonia_pulverulenta,Escalloniaceae,MPD
4826,Escallonia,Escallonia,Escallonia_rubra,Escalloniaceae,MD
4827,Polyosma,Polyosma,Polyosma_integrifolia,Escalloniaceae,MPD
4828,Acalypha,Acalypha,Acalypha_ostryaefolia,Euphorbiaceae,PD
4829,Adelia,Adelia,Adelia_triloba,Euphorbiaceae,ND
4830,Adriana,Adriana,Adriana_quadripartita,Euphorbiaceae,PD
4831,Alchornea,Alchornea,Alchornea_costaricensis,Euphorbiaceae,ND
4832,Alchornea,Alchornea,Alchornea_glandulosa,Euphorbiaceae,PD
4833,Alchornea,Alchornea,Alchornea_latifolia,Euphorbiaceae,ND
4834,Alchornea,Alchornea,Alchornea_latifolia,Euphorbiaceae,PD
4835,Alchornea,Alchornea,Alchornea_triplinervia,Euphorbiaceae,PD
4836,Alchornea,Alchornea,Alchornea_triplinervia,Euphorbiaceae,PD
4837,Aleurites,Aleurites,Aleurites_moluccana,Euphorbiaceae,PD
4838,Anthostema,Anthostema,Anthostema_aubryanum,Euphorbiaceae,ND
4839,Balakata,Balakata,Balakata_baccata,Euphorbiaceae,PD
4840,Bertya,Bertya,Bertya_ingramii,Euphorbiaceae,PD
4841,Bertya,Bertya,Bertya_rosmarinifolia,Euphorbiaceae,PD
4842,Beyeria,Beyeria,Beyeria_leschenaultii,Euphorbiaceae,PD
4843,Beyeria,Beyeria,Beyeria_viscosa,Euphorbiaceae,PD
4844,Blumeodendron,Blumeodendron,Blumeodendron_calophyllum,Euphorbiaceae,PD
4845,Blumeodendron,Blumeodendron,Blumeodendron_tokbrai,Euphorbiaceae,PD
4846,Calycopeplus,Calycopeplus,Calycopeplus_pauciflorus,Euphorbiaceae,PD
4847,Caryodendron,Caryodendron,Caryodendron_orinocense,Euphorbiaceae,ND
4848,Chamaesyce,Chamaesyce,Chamaesyce_celastroides,Euphorbiaceae,PD
4849,Chamaesyce,Chamaesyce,Chamaesyce_herbstii,Euphorbiaceae,PD
4850,Cheilosa,Cheilosa,Cheilosa_malayana,Euphorbiaceae,ND
4851,Claoxylon,Claoxylon,Claoxylon_indicum,Euphorbiaceae,PD
4852,Claoxylon,Claoxylon,Claoxylon_longifolium,Euphorbiaceae,ND
4853,Claoxylon,Claoxylon,Claoxylon_sandwicense,Euphorbiaceae,PD
4854,Cnidoscolus,Cnidoscolus,Cnidoscolus_phyllacanthus,Euphorbiaceae,ND
4855,Cnidoscolus,Cnidoscolus,Cnidoscolus_phyllacanthus,Euphorbiaceae,PD
4856,Cnidoscolus,Cnidoscolus,Cnidoscolus_pubescens,Euphorbiaceae,PD
4857,Colliguaja,Colliguaja,Colliguaja_odorifera,Euphorbiaceae,PD
4858,Croton,Croton,Croton_alabamensis,Euphorbiaceae,PD
4859,Croton,Croton,Croton_argyratum,Euphorbiaceae,ND
4860,Croton,Croton,Croton_argyratum,Euphorbiaceae,PD
4861,Croton,Croton,Croton_aubrevillei,Euphorbiaceae,ND
4862,Croton,Croton,Croton_floribundus,Euphorbiaceae,ND
4863,Croton,Croton,Croton_floribundus,Euphorbiaceae,PD
4864,Croton,Croton,Croton_lanjouwensis,Euphorbiaceae,ND
4865,Croton,Croton,Croton_macrostachyus,Euphorbiaceae,PD
4866,Croton,Croton,Croton_macrostachyus,Euphorbiaceae,PD
4867,Croton,Croton,Croton_megalocarpus,Euphorbiaceae,ND
4868,Croton,Croton,Croton_megalocarpus,Euphorbiaceae,PD
4869,Croton,Croton,Croton_megalocarpus,Euphorbiaceae,PD
4870,Croton,Croton,Croton_piptocalyx,Euphorbiaceae,PD
4871,Croton,Croton,Croton_priscus,Euphorbiaceae,ND
4872,Croton,Croton,Croton_punctatus,Euphorbiaceae,PD
4873,Croton,Croton,Croton_torreyanus,Euphorbiaceae,PD
4874,Dalechampia,Dalechampia,Dalechampia_pentaphylla,Euphorbiaceae,PD
4875,Discoglypremna,Discoglypremna,Discoglypremna_caloneura,Euphorbiaceae,ND
4876,Elaeophorbia,Elaeophorbia,Elaeophorbia_grandifolia,Euphorbiaceae,ND
4877,Elateriospermum,Elateriospermum,Elateriospermum_tapos,Euphorbiaceae,ND
4878,Endospermum,Endospermum,Endospermum_chinense,Euphorbiaceae,PD
4879,Endospermum,Endospermum,Endospermum_malaccense,Euphorbiaceae,PD
4880,Euphorbia,Euphorbia,Euphorbia_acanthothamnos,Euphorbiaceae,PD
4881,Euphorbia,Euphorbia,Euphorbia_adenochlora,Euphorbiaceae,PD
4882,Euphorbia,Euphorbia,Euphorbia_boetica,Euphorbiaceae,PD
4883,Euphorbia,Euphorbia,Euphorbia_caducifolia,Euphorbiaceae,ND
4884,Euphorbia,Euphorbia,Euphorbia_characias,Euphorbiaceae,PD
4885,Euphorbia,Euphorbia,Euphorbia_corollata,Euphorbiaceae,PD
4886,Euphorbia,Euphorbia,Euphorbia_dendroides,Euphorbiaceae,ND
4887,Euphorbia,Euphorbia,Euphorbia_dracunculoides,Euphorbiaceae,PD
4888,Euphorbia,Euphorbia,Euphorbia_escula,Euphorbiaceae,PD
4889,Euphorbia,Euphorbia,Euphorbia_exigua,Euphorbiaceae,PD
4890,Euphorbia,Euphorbia,Euphorbia_geniculata,Euphorbiaceae,ND
4891,Euphorbia,Euphorbia,Euphorbia_geniculata,Euphorbiaceae,PD
4892,Euphorbia,Euphorbia,Euphorbia_haeleeleana,Euphorbiaceae,ND
4893,Euphorbia,Euphorbia,Euphorbia_helioscopia,Euphorbiaceae,PD
4894,Euphorbia,Euphorbia,Euphorbia_helioscopia,Euphorbiaceae,PD
4895,Euphorbia,Euphorbia,Euphorbia_hirta,Euphorbiaceae,ND
4896,Euphorbia,Euphorbia,Euphorbia_hirta,Euphorbiaceae,PD
4897,Euphorbia,Euphorbia,Euphorbia_humifusa,Euphorbiaceae,PD
4898,Euphorbia,Euphorbia,Euphorbia_maculata (supina),Euphorbiaceae,PD
