"","spps","datasetID","study","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","chilltemp","chilldays","fieldsample.date","provenance.lat","provenance.long","force","photo","chill","resp","force_type","photo_type","chill_type","chill.hrs","chill.ports","latbi","complex","force.z","photo.z","chill.z","phylo","crops","sppnum.x","sppnum.y","sppnum"
"781","Betula_pendula","skuterud94","exp1","Betula","pendula","","yes","9","9","8","timeonly",12.332,2232,"3","51.6666666666667","25-Nov-1993",61.5,24.33,9,8,9.225,12.332,"exp","exp","bothest",2232,83.7578624907667,"Betula_pendula",31,-1.09063494648802,-1.01301063451364,0.257254092927731,"Betula_pendula","nocrop",14,14,14
"782","Betula_pendula","skuterud94","exp1","Betula","pendula","","yes","9","9","8","timeonly",13.881,2232,"3","51.6666666666667","25-Nov-1993",59.666,11.33,9,8,9.225,13.881,"exp","exp","bothest",2232,83.7578624907667,"Betula_pendula",31,-1.09063494648802,-1.01301063451364,0.257254092927731,"Betula_pendula","nocrop",14,14,14
"783","Betula_pendula","skuterud94","exp1","Betula","pendula","","yes","12","12","8","timeonly",11.63,2232,"3","51.6666666666667","25-Nov-1993",59.666,11.33,12,8,9.225,11.63,"exp","exp","bothest",2232,83.7578624907667,"Betula_pendula",31,-0.562156130351773,-1.01301063451364,0.257254092927731,"Betula_pendula","nocrop",14,14,14
"784","Betula_pendula","skuterud94","exp1","Betula","pendula","","yes","12","12","8","timeonly",7.359,2232,"3","51.6666666666667","25-Nov-1993",60.5,10.166,12,8,9.225,7.359,"exp","exp","bothest",2232,83.7578624907667,"Betula_pendula",31,-0.562156130351773,-1.01301063451364,0.257254092927731,"Betula_pendula","nocrop",14,14,14
"785","Betula_pendula","skuterud94","exp1","Betula","pendula","538","yes","12","12","8","timeonly",8,2714,"3","74","25-Nov-1993",60.5,10.167,12,8,11.24375,8,"exp","exp","bothest",2714,93.4791246118097,"Betula_pendula",31,-0.562156130351773,-1.01301063451364,0.577279274816442,"Betula_pendula","nocrop",14,14,14
"786","Betula_pendula","skuterud94","exp1","Betula","pendula","423","yes","12","12","8","timeonly",10,2709,"3","74","25-Nov-1993",61.5,24.333,12,8,11.3354166666667,10,"exp","exp","bothest",2709,95.6871703639499,"Betula_pendula",31,-0.562156130351773,-1.01301063451364,0.649968421004329,"Betula_pendula","nocrop",14,14,14
"787","Betula_pendula","skuterud94","exp1","Betula","pendula","423","yes","15","15","8","timeonly",8,2709,"3","74","25-Nov-1993",61.5,24.333,15,8,11.3354166666667,8,"exp","exp","bothest",2709,95.6871703639499,"Betula_pendula",31,-0.0336773142155222,-1.01301063451364,0.649968421004329,"Betula_pendula","nocrop",14,14,14
"788","Betula_pendula","skuterud94","exp1","Betula","pendula","538","yes","15","15","8","timeonly",7,2714,"3","74","25-Nov-1993",60.5,10.167,15,8,11.24375,7,"exp","exp","bothest",2714,93.4791246118097,"Betula_pendula",31,-0.0336773142155222,-1.01301063451364,0.577279274816442,"Betula_pendula","nocrop",14,14,14
"789","Betula_pendula","skuterud94","exp1","Betula","pendula","538","yes","9","9","8","timeonly",11,2714,"3","74","25-Nov-1993",60.5,10.167,9,8,8.32916666666667,11,"exp","exp","bothrep",2714,93.4791246118097,"Betula_pendula",31,-1.09063494648802,-1.01301063451364,0.577279274816442,"Betula_pendula","nocrop",14,14,14
"790","Betula_pendula","skuterud94","exp1","Betula","pendula","541","yes","9","9","8","timeonly",15,2777,"3","74","25-Nov-1993",59.666,11.333,9,8,7.61666666666667,15,"exp","exp","bothrep",2777,102.548690783734,"Betula_pendula",31,-1.09063494648802,-1.01301063451364,0.875850543411179,"Betula_pendula","nocrop",14,14,14
"791","Betula_pendula","skuterud94","exp1","Betula","pendula","421","yes","9","9","8","timeonly",17,2709,"3","74","25-Nov-1993",61.5,24.333,9,8,7.3125,17,"exp","exp","bothrep",2709,95.6871703639499,"Betula_pendula",31,-1.09063494648802,-1.01301063451364,0.649968421004329,"Betula_pendula","nocrop",14,14,14
"792","Betula_pendula","skuterud94","exp1","Betula","pendula","541","yes","12","12","8","timeonly",12,2777,"3","74","25-Nov-1993",59.666,11.333,12,8,11.9875,12,"exp","exp","bothest",2777,102.548690783734,"Betula_pendula",31,-0.562156130351773,-1.01301063451364,0.875850543411179,"Betula_pendula","nocrop",14,14,14
"793","Betula_pendula","skuterud94","exp1","Betula","pendula","423","yes","9","9","8","timeonly",14,2709,"3","74","25-Nov-1993",61.5,24.333,9,8,7.88125,14,"exp","exp","bothrep",2709,95.6871703639499,"Betula_pendula",31,-1.09063494648802,-1.01301063451364,0.649968421004329,"Betula_pendula","nocrop",14,14,14
"794","Betula_pendula","skuterud94","exp1","Betula","pendula","421","yes","15","15","8","timeonly",11,2709,"3","74","25-Nov-1993",61.5,24.333,15,8,11.3354166666667,11,"exp","exp","bothest",2709,95.6871703639499,"Betula_pendula",31,-0.0336773142155222,-1.01301063451364,0.649968421004329,"Betula_pendula","nocrop",14,14,14
"795","Betula_pendula","skuterud94","exp1","Betula","pendula","421","yes","12","12","8","timeonly",14,2709,"3","74","25-Nov-1993",61.5,24.333,12,8,11.3354166666667,14,"exp","exp","bothest",2709,95.6871703639499,"Betula_pendula",31,-0.562156130351773,-1.01301063451364,0.649968421004329,"Betula_pendula","nocrop",14,14,14
"796","Betula_pendula","skuterud94","exp1","Betula","pendula","541","yes","15","15","8","timeonly",9,2777,"3","74","25-Nov-1993",59.666,11.333,15,8,11.9875,9,"exp","exp","bothest",2777,102.548690783734,"Betula_pendula",31,-0.0336773142155222,-1.01301063451364,0.875850543411179,"Betula_pendula","nocrop",14,14,14
"797","Betula_pendula","skuterud94","exp1","Betula","pendula","","yes","12","12","8","timeonly",9.441,2232,"6","51.6666666666667","25-Nov-1993",61.5,24.33,12,8,9.225,9.441,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",31,-0.562156130351773,-1.01301063451364,0.543563941014085,"Betula_pendula","nocrop",14,14,14
"798","Betula_pendula","skuterud94","exp1","Betula","pendula","","yes","15","15","8","timeonly",4.591,2232,"6","51.6666666666667","25-Nov-1993",61.5,24.33,15,8,9.225,4.591,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",31,-0.0336773142155222,-1.01301063451364,0.543563941014085,"Betula_pendula","nocrop",14,14,14
"799","Betula_pendula","skuterud94","exp1","Betula","pendula","","yes","15","15","8","timeonly",3.678,2232,"6","51.6666666666667","25-Nov-1993",60.5,10.166,15,8,9.225,3.678,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",31,-0.0336773142155222,-1.01301063451364,0.543563941014085,"Betula_pendula","nocrop",14,14,14
"800","Betula_pendula","skuterud94","exp1","Betula","pendula","","yes","15","15","8","timeonly",7.302,2232,"6","51.6666666666667","25-Nov-1993",61.5,24.33,15,8,9.225,7.302,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",31,-0.0336773142155222,-1.01301063451364,0.543563941014085,"Betula_pendula","nocrop",14,14,14
"801","Betula_pendula","skuterud94","exp1","Betula","pendula","","yes","12","12","8","timeonly",7.346,2232,"6","51.6666666666667","25-Nov-1993",59.666,11.33,12,8,9.225,7.346,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",31,-0.562156130351773,-1.01301063451364,0.543563941014085,"Betula_pendula","nocrop",14,14,14
"802","Betula_pendula","skuterud94","exp1","Betula","pendula","","yes","15","15","8","timeonly",5.664,2232,"6","51.6666666666667","25-Nov-1993",59.666,11.33,15,8,9.225,5.664,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",31,-0.0336773142155222,-1.01301063451364,0.543563941014085,"Betula_pendula","nocrop",14,14,14
"803","Betula_pendula","skuterud94","exp1","Betula","pendula","","yes","12","12","8","timeonly",4.777,2232,"6","51.6666666666667","25-Nov-1993",60.5,10.166,12,8,9.225,4.777,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",31,-0.562156130351773,-1.01301063451364,0.543563941014085,"Betula_pendula","nocrop",14,14,14
"804","Betula_pendula","skuterud94","exp1","Betula","pendula","","yes","9","9","8","timeonly",8.259,2232,"6","51.6666666666667","25-Nov-1993",61.5,24.33,9,8,9.225,8.259,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",31,-1.09063494648802,-1.01301063451364,0.543563941014085,"Betula_pendula","nocrop",14,14,14
"805","Betula_pendula","skuterud94","exp1","Betula","pendula","","yes","12","12","8","timeonly",6.313,2232,"6","51.6666666666667","25-Nov-1993",61.5,24.33,12,8,9.225,6.313,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",31,-0.562156130351773,-1.01301063451364,0.543563941014085,"Betula_pendula","nocrop",14,14,14
"806","Betula_pendula","skuterud94","exp1","Betula","pendula","","yes","9","9","8","timeonly",6.613,2232,"6","51.6666666666667","25-Nov-1993",60.5,10.166,9,8,9.225,6.613,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",31,-1.09063494648802,-1.01301063451364,0.543563941014085,"Betula_pendula","nocrop",14,14,14
"807","Betula_pendula","skuterud94","exp1","Betula","pendula","","yes","9","9","8","timeonly",9.247,2232,"6","51.6666666666667","25-Nov-1993",59.666,11.33,9,8,9.225,9.247,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",31,-1.09063494648802,-1.01301063451364,0.543563941014085,"Betula_pendula","nocrop",14,14,14
"808","Betula_pendula","skuterud94","exp1","Betula","pendula","","yes","9","9","8","timeonly",12,2232,"6","51.6666666666667","25-Nov-1993",61.5,24.33,9,8,9.225,12,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",31,-1.09063494648802,-1.01301063451364,0.543563941014085,"Betula_pendula","nocrop",14,14,14
"809","Betula_pendula","skuterud94","exp1","Betula","pendula","423","yes","9","9","8","timeonly",9,2709,"6","74","25-Nov-1993",61.5,24.333,9,8,7.19166666666667,9,"exp","exp","bothrep",2709,108.078354665275,"Betula_pendula",31,-1.09063494648802,-1.01301063451364,1.05788777967117,"Betula_pendula","nocrop",14,14,14
"810","Betula_pendula","skuterud94","exp1","Betula","pendula","541","yes","12","12","8","timeonly",7,2777,"6","74","25-Nov-1993",59.666,11.333,12,8,10.13125,7,"exp","exp","bothrep",2777,114.939875085059,"Betula_pendula",31,-0.562156130351773,-1.01301063451364,1.28376990207802,"Betula_pendula","nocrop",14,14,14
"811","Betula_pendula","skuterud94","exp1","Betula","pendula","541","yes","9","9","8","timeonly",10,2777,"6","74","25-Nov-1993",59.666,11.333,9,8,10.58125,10,"exp","exp","bothrep",2777,114.939875085059,"Betula_pendula",31,-1.09063494648802,-1.01301063451364,1.28376990207802,"Betula_pendula","nocrop",14,14,14
"812","Betula_pendula","skuterud94","exp1","Betula","pendula","423","yes","12","12","8","timeonly",6,2709,"6","74","25-Nov-1993",61.5,24.333,12,8,10.2875,6,"exp","exp","bothrep",2709,108.078354665275,"Betula_pendula",31,-0.562156130351773,-1.01301063451364,1.05788777967117,"Betula_pendula","nocrop",14,14,14
"813","Betula_pendula","skuterud94","exp1","Betula","pendula","541","yes","15","15","8","timeonly",5,2777,"6","74","25-Nov-1993",59.666,11.333,15,8,11.9875,5,"exp","exp","bothest",2777,114.939875085059,"Betula_pendula",31,-0.0336773142155222,-1.01301063451364,1.28376990207802,"Betula_pendula","nocrop",14,14,14
"814","Betula_pendula","skuterud94","exp1","Betula","pendula","538","yes","9","9","8","timeonly",8,2714,"6","74","25-Nov-1993",60.5,10.167,9,8,7.37083333333333,8,"exp","exp","bothrep",2714,105.870308913135,"Betula_pendula",31,-1.09063494648802,-1.01301063451364,0.985198633483289,"Betula_pendula","nocrop",14,14,14
"815","Betula_pendula","skuterud94","exp1","Betula","pendula","538","yes","15","15","8","timeonly",4,2714,"6","74","25-Nov-1993",60.5,10.167,15,8,11.24375,4,"exp","exp","bothest",2714,105.870308913135,"Betula_pendula",31,-0.0336773142155222,-1.01301063451364,0.985198633483289,"Betula_pendula","nocrop",14,14,14
"816","Betula_pendula","skuterud94","exp1","Betula","pendula","423","yes","15","15","8","timeonly",4,2709,"6","74","25-Nov-1993",61.5,24.333,15,8,11.3354166666667,4,"exp","exp","bothest",2709,108.078354665275,"Betula_pendula",31,-0.0336773142155222,-1.01301063451364,1.05788777967117,"Betula_pendula","nocrop",14,14,14
"817","Betula_pendula","skuterud94","exp1","Betula","pendula","421","yes","9","9","8","timeonly",12,2709,"6","74","25-Nov-1993",61.5,24.333,9,8,10.6270833333333,12,"exp","exp","bothrep",2709,108.078354665275,"Betula_pendula",31,-1.09063494648802,-1.01301063451364,1.05788777967117,"Betula_pendula","nocrop",14,14,14
"818","Betula_pendula","skuterud94","exp1","Betula","pendula","538","yes","12","12","8","timeonly",5,2714,"6","74","25-Nov-1993",60.5,10.167,12,8,10.4833333333333,5,"exp","exp","bothrep",2714,105.870308913135,"Betula_pendula",31,-0.562156130351773,-1.01301063451364,0.985198633483289,"Betula_pendula","nocrop",14,14,14
"819","Betula_pendula","skuterud94","exp1","Betula","pendula","421","yes","15","15","8","timeonly",7,2709,"6","74","25-Nov-1993",61.5,24.333,15,8,11.3354166666667,7,"exp","exp","bothest",2709,108.078354665275,"Betula_pendula",31,-0.0336773142155222,-1.01301063451364,1.05788777967117,"Betula_pendula","nocrop",14,14,14
"820","Betula_pendula","skuterud94","exp1","Betula","pendula","421","yes","12","12","8","timeonly",9,2709,"6","74","25-Nov-1993",61.5,24.333,12,8,9.70208333333333,9,"exp","exp","bothrep",2709,108.078354665275,"Betula_pendula",31,-0.562156130351773,-1.01301063451364,1.05788777967117,"Betula_pendula","nocrop",14,14,14
"827","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","15","15","24","62.453",25,922,"","","15-Dec-1989",59.5,10.767,15,24,5.65625,25,"exp","exp","fldest",922,67.9051752905634,"Betula_pubescens",33,-0.0336773142155222,2.0538182897447,-0.264618380162789,"Betula_pubescens","nocrop",15,15,15
"828","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","15","15","8","100",25,1283,"","","15-Jan-1990",59.5,10.767,15,8,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,"Betula_pubescens",33,-0.0336773142155222,-1.01301063451364,0.299104408010268,"Betula_pubescens","nocrop",15,15,15
"829","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","15","15","24","100",25,1969,"","","15-Feb-1990",59.5,10.767,15,24,8.875,25,"exp","exp","fldest",1969,107.488373412348,"Betula_pubescens",33,-0.0336773142155222,2.0538182897447,1.03846552200257,"Betula_pubescens","nocrop",15,15,15
"830","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","15","15","8","100",25,2445,"","","15-Mar-1990",59.5,10.767,15,8,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,"Betula_pubescens",33,-0.0336773142155222,-1.01301063451364,1.69549827720511,"Betula_pubescens","nocrop",15,15,15
"831","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","9","9","8","100",42,922,"","","15-Dec-1989",59.5,10.767,9,8,5.65625,42,"exp","exp","fldest",922,67.9051752905634,"Betula_pubescens",33,-1.09063494648802,-1.01301063451364,-0.264618380162789,"Betula_pubescens","nocrop",15,15,15
"832","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","9","9","24","100",42,1283,"","","15-Jan-1990",59.5,10.767,9,24,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,"Betula_pubescens",33,-1.09063494648802,2.0538182897447,0.299104408010268,"Betula_pubescens","nocrop",15,15,15
"833","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","9","9","8","100",42,1969,"","","15-Feb-1990",59.5,10.767,9,8,8.875,42,"exp","exp","fldest",1969,107.488373412348,"Betula_pubescens",33,-1.09063494648802,-1.01301063451364,1.03846552200257,"Betula_pubescens","nocrop",15,15,15
"834","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","9","9","24","100",42,2445,"","","15-Mar-1990",59.5,10.767,9,24,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,"Betula_pubescens",33,-1.09063494648802,2.0538182897447,1.69549827720511,"Betula_pubescens","nocrop",15,15,15
"835","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","9","9","24","69.493",42,922,"","","15-Dec-1989",59.5,10.767,9,24,5.65625,42,"exp","exp","fldest",922,67.9051752905634,"Betula_pubescens",33,-1.09063494648802,2.0538182897447,-0.264618380162789,"Betula_pubescens","nocrop",15,15,15
"836","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","9","9","8","100",42,1283,"","","15-Jan-1990",59.5,10.767,9,8,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,"Betula_pubescens",33,-1.09063494648802,-1.01301063451364,0.299104408010268,"Betula_pubescens","nocrop",15,15,15
"837","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","21","21","24","72.267",18,612,"","","15-Nov-1989",59.5,10.767,21,24,4.9375,18,"exp","exp","fldest",612,52.5136568477889,"Betula_pubescens",33,1.02328031805698,2.0538182897447,-0.77130911927269,"Betula_pubescens","nocrop",15,15,15
"838","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","21","21","8","100",18,922,"","","15-Dec-1989",59.5,10.767,21,8,5.65625,18,"exp","exp","fldest",922,67.9051752905634,"Betula_pubescens",33,1.02328031805698,-1.01301063451364,-0.264618380162789,"Betula_pubescens","nocrop",15,15,15
"839","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","21","21","24","100",18,1283,"","","15-Jan-1990",59.5,10.767,21,24,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,"Betula_pubescens",33,1.02328031805698,2.0538182897447,0.299104408010268,"Betula_pubescens","nocrop",15,15,15
"840","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","21","21","8","100",18,1969,"","","15-Feb-1990",59.5,10.767,21,8,8.875,18,"exp","exp","fldest",1969,107.488373412348,"Betula_pubescens",33,1.02328031805698,-1.01301063451364,1.03846552200257,"Betula_pubescens","nocrop",15,15,15
"841","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","21","21","24","100",18,2445,"","","15-Mar-1990",59.5,10.767,21,24,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,"Betula_pubescens",33,1.02328031805698,2.0538182897447,1.69549827720511,"Betula_pubescens","nocrop",15,15,15
"842","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","21","21","24","92.533",18,922,"","","15-Dec-1989",59.5,10.767,21,24,5.65625,18,"exp","exp","fldest",922,67.9051752905634,"Betula_pubescens",33,1.02328031805698,2.0538182897447,-0.264618380162789,"Betula_pubescens","nocrop",15,15,15
"843","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","21","21","8","100",18,1283,"","","15-Jan-1990",59.5,10.767,21,8,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,"Betula_pubescens",33,1.02328031805698,-1.01301063451364,0.299104408010268,"Betula_pubescens","nocrop",15,15,15
"844","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","21","21","24","100",18,1969,"","","15-Feb-1990",59.5,10.767,21,24,8.875,18,"exp","exp","fldest",1969,107.488373412348,"Betula_pubescens",33,1.02328031805698,2.0538182897447,1.03846552200257,"Betula_pubescens","nocrop",15,15,15
"845","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","21","21","8","100",18,2445,"","","15-Mar-1990",59.5,10.767,21,8,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,"Betula_pubescens",33,1.02328031805698,-1.01301063451364,1.69549827720511,"Betula_pubescens","nocrop",15,15,15
"846","Betula_pubescens","heide93","exp1","Betula","pubescens","","yes","15","15","8","100",25,922,"","","15-Dec-1989",59.5,10.767,15,8,5.65625,25,"exp","exp","fldest",922,67.9051752905634,"Betula_pubescens",33,-0.0336773142155222,-1.01301063451364,-0.264618380162789,"Betula_pubescens","nocrop",15,15,15
