"'43.31054688","'46.09375000",
"'42.57812500","'35.83984375",
"'37.18261719","'35.83984375",
"'35.05859375","'34.83886719",
"'36.15722656","'33.08105469",
"'36.15722656","'39.59960938",
"'44.70214844","'39.59960938",
"'54.63867188","'54.29687500",
"'38.54980469","'38.30566406",
"'35.37597656","'35.15625000",
"'31.51855469","'31.32324219",
"'26.63574219","'26.46484375",
"'32.00683594","'31.81152344",
"'27.56347656","'27.39257813",
"'38.62304688","'38.37890625",
"'37.81738281","'37.59765625",
"'39.18457031","'38.94042969",
"'35.91308594","'35.25390625",
"'48.19335938","'35.25390625",
"'30.95703125","'35.25390625",
"'48.19335938","'35.25390625",
"'31.83593750","'35.25390625",
